item_number,name,year,theme,subtheme,pieces,minifigures,image_URL,price
70805,Trash Chomper,2014,The LEGO Movie,,389,3,http://images.brickset.com/sets/images/70805-1.jpg,24.99
70806,Castle Cavalry,2014,The LEGO Movie,,424,3,http://images.brickset.com/sets/images/70806-1.jpg,24.99
70807,MetalBeard's Duel,2014,The LEGO Movie,,412,3,http://images.brickset.com/sets/images/70807-1.jpg,29.99
70808,Super Cycle Chase,2014,The LEGO Movie,,514,5,http://images.brickset.com/sets/images/70808-1.jpg,44.99
70809,Lord Business' Evil Lair,2014,The LEGO Movie,,738,7,http://images.brickset.com/sets/images/70809-1.jpg,59.99
70810,MetalBeard's Sea Cow,2014,The LEGO Movie,,2741,5,http://images.brickset.com/sets/images/70810-1.jpg,169.99
70811,The Flying Flusher,2014,The LEGO Movie,,351,3,http://images.brickset.com/sets/images/70811-1.jpg,24.99
70812,Creative Ambush,2014,The LEGO Movie,,473,4,http://images.brickset.com/sets/images/70812-1.jpg,34.99
70813,Rescue Reinforcements,2014,The LEGO Movie,,859,5,http://images.brickset.com/sets/images/70813-1.jpg,59.99
70814,Emmet's Construct-o-Mech,2014,The LEGO Movie,,708,4,http://images.brickset.com/sets/images/70814-1.jpg,49.99
70815,Super Secret Police Dropship,2014,The LEGO Movie,,854,8,http://images.brickset.com/sets/images/70815-1.jpg,69.99
70816,"Benny's Spaceship, Spaceship, SPACESHIP!",2014,The LEGO Movie,,940,7,http://images.brickset.com/sets/images/70816-1.jpg,79.99
71004,Calamity Drone,2014,Collectable Minifigures,The LEGO Movie Series,7,1,http://images.brickset.com/sets/images/71004-1.jpg,2.5
71004,President Business,2014,Collectable Minifigures,The LEGO Movie Series,5,1,http://images.brickset.com/sets/images/71004-2.jpg,2.5
71004,Hard Hat Emmet,2014,Collectable Minifigures,The LEGO Movie Series,5,1,http://images.brickset.com/sets/images/71004-3.jpg,2.5
71004,Wild West Wyldstyle,2014,Collectable Minifigures,The LEGO Movie Series,6,1,http://images.brickset.com/sets/images/71004-4.jpg,2.5
71004,Abraham Lincoln,2014,Collectable Minifigures,The LEGO Movie Series,6,1,http://images.brickset.com/sets/images/71004-5.jpg,2.5
71004,Mrs. Scratchen-Post,2014,Collectable Minifigures,The LEGO Movie Series,5,1,http://images.brickset.com/sets/images/71004-6.jpg,2.5
71004,Scribble-Face Bad Cop,2014,Collectable Minifigures,The LEGO Movie Series,6,1,http://images.brickset.com/sets/images/71004-7.jpg,2.5
71004,William Shakespeare,2014,Collectable Minifigures,The LEGO Movie Series,7,1,http://images.brickset.com/sets/images/71004-8.jpg,2.5
71004,Gail the Construction Worker,2014,Collectable Minifigures,The LEGO Movie Series,5,1,http://images.brickset.com/sets/images/71004-9.jpg,2.5
71004,Larry the Barista,2014,Collectable Minifigures,The LEGO Movie Series,5,1,http://images.brickset.com/sets/images/71004-10.jpg,2.5
71004,Velma Staplebot,2014,Collectable Minifigures,The LEGO Movie Series,5,1,http://images.brickset.com/sets/images/71004-11.jpg,2.5
71004,Taco Tuesday Guy,2014,Collectable Minifigures,The LEGO Movie Series,9,1,http://images.brickset.com/sets/images/71004-12.jpg,2.5
71004,Where are my pants? Guy,2014,Collectable Minifigures,The LEGO Movie Series,5,1,http://images.brickset.com/sets/images/71004-13.jpg,2.5
71004,Wiley Fusebot,2014,Collectable Minifigures,The LEGO Movie Series,7,1,http://images.brickset.com/sets/images/71004-14.jpg,2.5
71004,Panda Guy,2014,Collectable Minifigures,The LEGO Movie Series,5,1,http://images.brickset.com/sets/images/71004-15.jpg,2.5
71004,Marsha Queen of the Mermaids,2014,Collectable Minifigures,The LEGO Movie Series,6,1,http://images.brickset.com/sets/images/71004-16.jpg,2.5
71004,LEGO Minifigures - The LEGO Movie Series - Sealed Box,2014,Collectable Minifigures,The LEGO Movie Series,NA,NA,http://images.brickset.com/sets/images/71004-18.jpg,2.49
71005,LEGO Minifigures - The Simpsons Series {Random bag},2014,Collectable Minifigures,The Simpsons,NA,NA,http://images.brickset.com/sets/images/71005-0.jpg,NA
71005,Bart Simpson,2014,Collectable Minifigures,The Simpsons,7,1,http://images.brickset.com/sets/images/71005-2.jpg,2.5
71005,Homer Simpson,2014,Collectable Minifigures,The Simpsons,6,1,http://images.brickset.com/sets/images/71005-1.jpg,2.5
71005,Marge Simpson,2014,Collectable Minifigures,The Simpsons,8,1,http://images.brickset.com/sets/images/71005-3.jpg,2.5
71005,Lisa Simpson,2014,Collectable Minifigures,The Simpsons,6,1,http://images.brickset.com/sets/images/71005-4.jpg,2.5
71005,Maggie Simpson,2014,Collectable Minifigures,The Simpsons,4,1,http://images.brickset.com/sets/images/71005-5.jpg,2.5
71005,Grampa Simpson,2014,Collectable Minifigures,The Simpsons,5,1,http://images.brickset.com/sets/images/71005-6.jpg,2.5
71005,Ned Flanders,2014,Collectable Minifigures,The Simpsons,6,1,http://images.brickset.com/sets/images/71005-7.jpg,2.5
71005,Krusty the Clown,2014,Collectable Minifigures,The Simpsons,5,1,http://images.brickset.com/sets/images/71005-8.jpg,2.5
71005,Milhouse Van Houten,2014,Collectable Minifigures,The Simpsons,5,1,http://images.brickset.com/sets/images/71005-9.jpg,2.5
71005,Ralph Wiggum,2014,Collectable Minifigures,The Simpsons,5,1,http://images.brickset.com/sets/images/71005-10.jpg,2.5
71005,Apu Nahasapeemapetilon,2014,Collectable Minifigures,The Simpsons,5,1,http://images.brickset.com/sets/images/71005-11.jpg,2.5
71005,Nelson Muntz,2014,Collectable Minifigures,The Simpsons,5,1,http://images.brickset.com/sets/images/71005-12.jpg,2.5
71005,Itchy,2014,Collectable Minifigures,The Simpsons,5,1,http://images.brickset.com/sets/images/71005-13.jpg,2.5
71005,Scratchy,2014,Collectable Minifigures,The Simpsons,6,1,http://images.brickset.com/sets/images/71005-14.jpg,2.5
71005,Chief Wiggum,2014,Collectable Minifigures,The Simpsons,6,1,http://images.brickset.com/sets/images/71005-15.jpg,2.5
71005,Mr. Burns,2014,Collectable Minifigures,The Simpsons,6,1,http://images.brickset.com/sets/images/71005-16.jpg,2.5
71005,LEGO Minifigures - The Simpsons Series - Sealed Box,2014,Collectable Minifigures,The Simpsons,NA,NA,http://images.brickset.com/sets/images/71005-18.jpg,2.49
71006,The Simpsons House,2014,The Simpsons,,2523,6,http://images.brickset.com/sets/images/71006-1.jpg,179.99
71007,LEGO Minifigures Series 12 {Random bag},2014,Collectable Minifigures,Series 12,NA,NA,http://images.brickset.com/sets/images/71007-0.jpg,2.49
71007,Video Game Guy,2014,Collectable Minifigures,Series 12,6,1,http://images.brickset.com/sets/images/71007-1.jpg,2.49
71007,Pizza Delivery Man,2014,Collectable Minifigures,Series 12,7,1,http://images.brickset.com/sets/images/71007-2.jpg,2.49
71007,Spooky Girl,2014,Collectable Minifigures,Series 12,7,1,http://images.brickset.com/sets/images/71007-3.jpg,2.49
71007,Space Miner,2014,Collectable Minifigures,Series 12,9,1,http://images.brickset.com/sets/images/71007-4.jpg,2.49
71007,Swashbuckler,2014,Collectable Minifigures,Series 12,7,1,http://images.brickset.com/sets/images/71007-5.jpg,2.49
71007,Rock Star,2014,Collectable Minifigures,Series 12,6,1,http://images.brickset.com/sets/images/71007-6.jpg,2.49
71007,Prospector,2014,Collectable Minifigures,Series 12,7,1,http://images.brickset.com/sets/images/71007-7.jpg,2.49
71007,Wizard,2014,Collectable Minifigures,Series 12,10,1,http://images.brickset.com/sets/images/71007-8.jpg,2.49
71007,Piggy Guy,2014,Collectable Minifigures,Series 12,6,1,http://images.brickset.com/sets/images/71007-9.jpg,2.49
71007,Lifeguard,2014,Collectable Minifigures,Series 12,7,1,http://images.brickset.com/sets/images/71007-10.jpg,2.49
71007,Jester,2014,Collectable Minifigures,Series 12,7,1,http://images.brickset.com/sets/images/71007-11.jpg,2.49
71007,Hun Warrior,2014,Collectable Minifigures,Series 12,9,1,http://images.brickset.com/sets/images/71007-12.jpg,2.49
71007,Genie Girl,2014,Collectable Minifigures,Series 12,6,1,http://images.brickset.com/sets/images/71007-13.jpg,2.49
71007,Battle Goddess,2014,Collectable Minifigures,Series 12,9,1,http://images.brickset.com/sets/images/71007-14.jpg,2.49
71007,Dino Tracker,2014,Collectable Minifigures,Series 12,7,1,http://images.brickset.com/sets/images/71007-15.jpg,2.49
71007,Fairytale Princess,2014,Collectable Minifigures,Series 12,6,1,http://images.brickset.com/sets/images/71007-16.jpg,2.49
75028,Clone Turbo Tank,2014,Star Wars,MicroFighters,96,1,http://images.brickset.com/sets/images/75028-1.jpg,8.99
75029,AAT,2014,Star Wars,MicroFighters,95,1,http://images.brickset.com/sets/images/75029-1.jpg,8.99
75030,Millennium Falcon,2014,Star Wars,MicroFighters,94,1,http://images.brickset.com/sets/images/75030-1.jpg,8.99
75031,TIE Interceptor,2014,Star Wars,MicroFighters,92,1,http://images.brickset.com/sets/images/75031-1.jpg,8.99
75032,X-Wing Fighter,2014,Star Wars,MicroFighters,97,1,http://images.brickset.com/sets/images/75032-1.jpg,8.99
75033,Star Destroyer,2014,Star Wars,MicroFighters,100,1,http://images.brickset.com/sets/images/75033-1.jpg,8.99
75034,Death Star Troopers,2014,Star Wars,Episode IV-VI,83,4,http://images.brickset.com/sets/images/75034-1.jpg,11.99
75035,Kashyyyk Troopers,2014,Star Wars,Episode III,99,4,http://images.brickset.com/sets/images/75035-1.jpg,11.99
75036,Utapau Troopers,2014,Star Wars,Episode III,83,4,http://images.brickset.com/sets/images/75036-1.jpg,11.99
75037,Battle on Saleucami,2014,Star Wars,The Clone Wars,183,5,http://images.brickset.com/sets/images/75037-1.jpg,14.99
75038,Jedi Interceptor,2014,Star Wars,Episode III,223,2,http://images.brickset.com/sets/images/75038-1.jpg,19.99
75039,V-Wing Starfighter,2014,Star Wars,Episode III,201,2,http://images.brickset.com/sets/images/75039-1.jpg,19.99
75040,General Grievous' Wheel Bike,2014,Star Wars,Episode III,261,2,http://images.brickset.com/sets/images/75040-1.jpg,19.99
75041,Vulture Droid,2014,Star Wars,Episode III,205,3,http://images.brickset.com/sets/images/75041-1.jpg,19.99
75042,Droid Gunship,2014,Star Wars,Episode III,439,4,http://images.brickset.com/sets/images/75042-1.jpg,44.99
75043,AT-AP,2014,Star Wars,Episode III,717,5,http://images.brickset.com/sets/images/75043-1.jpg,59.99
75044,Droid Tri-Fighter,2014,Star Wars,Episode III,262,4,http://images.brickset.com/sets/images/75044-1.jpg,34.99
75045,Republic AV-7 Anti-Vehicle Cannon,2014,Star Wars,The Clone Wars,434,4,http://images.brickset.com/sets/images/75045-1.jpg,44.99
75046,Coruscant Police Gunship,2014,Star Wars,The Clone Wars,481,4,http://images.brickset.com/sets/images/75046-1.jpg,49.99
75048,The Phantom,2014,Star Wars,Rebels,234,2,http://images.brickset.com/sets/images/75048-1.jpg,19.99
75049,Snowspeeder,2014,Star Wars,Episode IV-VI,278,3,http://images.brickset.com/sets/images/75049-1.jpg,34.99
75050,B-Wing,2014,Star Wars,Episode IV-VI,448,3,http://images.brickset.com/sets/images/75050-1.jpg,49.99
75051,Jedi Scout Fighter,2014,Star Wars,Yoda Chronicles,490,4,http://images.brickset.com/sets/images/75051-1.jpg,59.99
75052,Mos Eisley Cantina,2014,Star Wars,Episode IV-VI,615,8,http://images.brickset.com/sets/images/75052-1.jpg,64.99
75053,The Ghost,2014,Star Wars,Rebels,929,4,http://images.brickset.com/sets/images/75053-1.jpg,69.99
75054,AT-AT,2014,Star Wars,Episode IV-VI,1138,5,http://images.brickset.com/sets/images/75054-1.jpg,109.99
75055,Imperial Star Destroyer,2014,Star Wars,Episode IV-VI,1359,7,http://images.brickset.com/sets/images/75055-1.jpg,119.99
75056,Star Wars Advent Calendar,2014,Star Wars,Seasonal,274,9,http://images.brickset.com/sets/images/75056-1.jpg,24.99
75058,MTT,2014,Star Wars,Episode I,954,12,http://images.brickset.com/sets/images/75058-1.jpg,89.99
75059,Sandcrawler,2014,Star Wars,Ultimate Collector Series,3296,14,http://images.brickset.com/sets/images/75059-1.jpg,249.99
76010,Batman: The Penguin Face off,2014,DC Comics Super Heroes,Batman,136,2,http://images.brickset.com/sets/images/76010-1.jpg,11.99
76011,Batman: Man-Bat Attack,2014,DC Comics Super Heroes,Batman,184,3,http://images.brickset.com/sets/images/76011-1.jpg,19.99
76012,Batman: The Riddler Chase,2014,DC Comics Super Heroes,Batman,304,3,http://images.brickset.com/sets/images/76012-1.jpg,29.99
76013,Batman: The Joker Steam Roller,2014,DC Comics Super Heroes,Batman,486,5,http://images.brickset.com/sets/images/76013-1.jpg,49.99
76014,Spider-Trike vs. Electro,2014,Marvel Super Heroes,Ultimate Spider-Man,70,2,http://images.brickset.com/sets/images/76014-1.jpg,11.99
76015,Doc Ock Truck Heist,2014,Marvel Super Heroes,Ultimate Spider-Man,237,3,http://images.brickset.com/sets/images/76015-1.jpg,19.99
76016,Spider-Helicopter Rescue,2014,Marvel Super Heroes,Ultimate Spider-Man,299,4,http://images.brickset.com/sets/images/76016-1.jpg,44.99
76017,Avengers: Captain America vs. Hydra,2014,Marvel Super Heroes,Avengers Assemble,172,3,http://images.brickset.com/sets/images/76017-1.jpg,19.99
76018,Avengers: Hulk Lab Smash,2014,Marvel Super Heroes,Avengers Assemble,398,5,http://images.brickset.com/sets/images/76018-1.jpg,49.99
76019,Starblaster Showdown ,2014,Marvel Super Heroes,Guardians of the Galaxy,196,3,http://images.brickset.com/sets/images/76019-1.jpg,19.99
76020,Knowhere Escape Mission ,2014,Marvel Super Heroes,Guardians of the Galaxy,433,3,http://images.brickset.com/sets/images/76020-1.jpg,44.99
76021,The Milano Spaceship Rescue,2014,Marvel Super Heroes,Guardians of the Galaxy,665,5,http://images.brickset.com/sets/images/76021-1.jpg,69.99
76022,X-Men vs. The Sentinel,2014,Marvel Super Heroes,X-Men,336,4,http://images.brickset.com/sets/images/76022-1.jpg,44.99
76023,The Tumbler,2014,DC Comics Super Heroes,Ultimate Collectors Series,1869,2,http://images.brickset.com/sets/images/76023-1.jpg,159.99
79015,Witch-King Battle,2014,The Hobbit,The Battle of the Five Armies,101,3,http://images.brickset.com/sets/images/79015-1.jpg,11.99
79016,Attack on Lake-town,2014,The Hobbit,The Battle of the Five Armies,313,5,http://images.brickset.com/sets/images/79016-1.jpg,34.99
79017,The Battle of the Five Armies,2014,The Hobbit,The Battle of the Five Armies,472,7,http://images.brickset.com/sets/images/79017-1.jpg,59.99
79018,The Lonely Mountain,2014,The Hobbit,The Battle of the Five Armies,866,5,http://images.brickset.com/sets/images/79018-1.jpg,99.99
79115,Turtle Van Takedown,2014,Teenage Mutant Ninja Turtles,Movie,368,4,http://images.brickset.com/sets/images/79115-1.jpg,39.99
79116,Big Rig Snow Getaway,2014,Teenage Mutant Ninja Turtles,Movie,741,6,http://images.brickset.com/sets/images/79116-1.jpg,69.99
79117,Turtle Lair Invasion,2014,Teenage Mutant Ninja Turtles,Movie,888,6,http://images.brickset.com/sets/images/79117-1.jpg,79.99
79118,Karai Bike Escape,2014,Teenage Mutant Ninja Turtles,,88,2,http://images.brickset.com/sets/images/79118-1.jpg,11.99
79119,Mutation Chamber Unleashed,2014,Teenage Mutant Ninja Turtles,,196,3,http://images.brickset.com/sets/images/79119-1.jpg,19.99
79120,T-Rawket Sky Strike,2014,Teenage Mutant Ninja Turtles,,286,4,http://images.brickset.com/sets/images/79120-1.jpg,29.99
79121,Turtle Sub Undersea Chase,2014,Teenage Mutant Ninja Turtles,,684,5,http://images.brickset.com/sets/images/79121-1.jpg,59.99
79122,Shredder's Lair Rescue,2014,Teenage Mutant Ninja Turtles,,478,5,http://images.brickset.com/sets/images/79122-1.jpg,49.99
850888,Castle Knights Accessory Set,2014,Castle,Lion Knights,32,4,http://images.brickset.com/sets/images/850888-1.jpg,10.99
850889,Castle Dragons Accessory Set,2014,Castle,Dragon Knights,42,4,http://images.brickset.com/sets/images/850889-1.jpg,10.99
850910,Legends of Chima Minifigure Accessory Set,2014,Legends of Chima,,53,4,http://images.brickset.com/sets/images/850910-1.jpg,10.99
850913,Fire and Ice Minifigure Accessory Set,2014,Legends of Chima,,49,4,http://images.brickset.com/sets/images/850913-1.jpg,10.99
850932,Polar Accessory Set,2014,City,Arctic,41,2,http://images.brickset.com/sets/images/850932-1.jpg,10.99
850935,Classic Minifigure Graduation Set,2014,Miscellaneous,,30,1,http://images.brickset.com/sets/images/850935-1.jpg,NA
850936,Halloween Set,2014,Seasonal,Halloween,11,1,http://images.brickset.com/sets/images/850936-1.jpg,6.99
850939,Santa Set,2014,Seasonal,Christmas,27,2,http://images.brickset.com/sets/images/850939-1.jpg,6.99
850949, Christmas Snow Hut Ornament,2014,Seasonal,Christmas,45,NA,http://images.brickset.com/sets/images/850949-1.jpg,6.99
850950,Christmas Cat Ornament,2014,Seasonal,Christmas,34,NA,http://images.brickset.com/sets/images/850950-1.jpg,6.99
850967,Jungle Accessory Set,2014,Friends,,39,1,http://images.brickset.com/sets/images/850967-1.jpg,10.99
COMCON034,Rocket Raccoon's Warbird,2014,Marvel Super Heroes,Guardians of the Galaxy,145,1,http://images.brickset.com/sets/images/SDCC034-1.jpg,NA
COMCON035,The Collector,2014,Marvel Super Heroes,Promotional Exclusive Minifigure,8,1,http://images.brickset.com/sets/images/SDCC035-1.jpg,0
10232,Palace Cinema,2013,Advanced Models,Modular Buildings,2196,6,http://images.brickset.com/sets/images/10232-1.jpg,119.99
10233,Horizon Express,2013,Advanced Models,Trains,1351,6,http://images.brickset.com/sets/images/10233-1.jpg,79.99
10234,Sydney Opera House,2013,Advanced Models,Buildings,2989,NA,http://images.brickset.com/sets/images/10234-1.jpg,249.99
10235,Winter Village Market,2013,Advanced Models,Winter Village,1261,9,http://images.brickset.com/sets/images/10235-1.jpg,79.99
10236,Ewok Village,2013,Star Wars,Episode IV-VI,1990,17,http://images.brickset.com/sets/images/10236-1.jpg,199.99
10237,Tower of Orthanc,2013,The Lord of the Rings,The Two Towers,2359,5,http://images.brickset.com/sets/images/10237-1.jpg,169.99
10240,Red Five X-wing Starfighter,2013,Star Wars,Ultimate Collector Series,1559,1,http://images.brickset.com/sets/images/10240-1.jpg,169.99
10500,Horse Stable,2013,Duplo,,44,2,http://images.brickset.com/sets/images/10500-1.jpg,24.99
10501,Zoo Friends,2013,Duplo,Zoo,5,NA,http://images.brickset.com/sets/images/10501-1.jpg,3.99
10502,Zoo Bus,2013,Duplo,Zoo,19,2,http://images.brickset.com/sets/images/10502-1.jpg,24.99
10503,Circus Show,2013,Duplo,Circus,25,1,http://images.brickset.com/sets/images/10503-1.jpg,7.99
10504,My First Circus,2013,Duplo,Circus,62,3,http://images.brickset.com/sets/images/10504-1.jpg,34.99
10505,Play House,2013,Duplo,,83,NA,http://images.brickset.com/sets/images/10505-1.jpg,49.99
10506,Train Accessory Set,2013,Duplo,Trains,24,NA,http://images.brickset.com/sets/images/10506-1.jpg,15.99
10507,My First Train Set,2013,Duplo,Trains,52,2,http://images.brickset.com/sets/images/10507-1.jpg,40.99
10508,Deluxe Train Set,2013,Duplo,Trains,134,3,http://images.brickset.com/sets/images/10508-1.jpg,99.99
10509,Dusty and Chug,2013,Duplo,Disney Planes,16,NA,http://images.brickset.com/sets/images/10509-1.jpg,14.99
10510,Ripslinger's Air Race,2013,Duplo,Disney Planes,40,NA,http://images.brickset.com/sets/images/10510-1.jpg,19.99
10511,Skipper's Flight School,2013,Duplo,Disney Planes,53,NA,http://images.brickset.com/sets/images/10511-1.jpg,29.99
10512,Jake's Treasure Hunt,2013,Duplo,Jake and the Never Land Pirates,22,1,http://images.brickset.com/sets/images/10512-1.jpg,9.99
10513,Never Land Hideout,2013,Duplo,Jake and the Never Land Pirates,37,2,http://images.brickset.com/sets/images/10513-1.jpg,19.99
10514,Jake's Pirate Ship Bucky,2013,Duplo,Jake and the Never Land Pirates,56,2,http://images.brickset.com/sets/images/10514-1.jpg,39.99
10515,Ariel's Undersea Castle,2013,Duplo,Disney Princess,39,1,http://images.brickset.com/sets/images/10515-1.jpg,19.99
10516,Ariel's Magical Boat Ride,2013,Duplo,Disney Princess,30,2,http://images.brickset.com/sets/images/10516-1.jpg,14.99
10517,My First Garden,2013,Duplo,,38,1,http://images.brickset.com/sets/images/10517-1.jpg,9.99
10518,My First Construction Site,2013,Duplo,Construction,43,2,http://images.brickset.com/sets/images/10518-1.jpg,14.99
10519,Garbage Truck,2013,Duplo,,16,1,http://images.brickset.com/sets/images/10519-1.jpg,15.99
10520,Big Front Loader,2013,Duplo,,12,1,http://images.brickset.com/sets/images/10520-1.jpg,15.99
10550,Circus Transport,2013,Duplo,Circus,9,1,http://images.brickset.com/sets/images/10550-1.jpg,14.99
10552,Creative Cars,2013,Duplo,,40,NA,http://images.brickset.com/sets/images/10552-1.jpg,14.99
10553,Toddler Build and Play Cubes,2013,Duplo,,17,NA,http://images.brickset.com/sets/images/10553-1.jpg,9.99
10554,Toddler Build and Pull Along,2013,Duplo,,15,NA,http://images.brickset.com/sets/images/10554-1.jpg,14.99
10555,Creative Bucket,2013,Duplo,,65,NA,http://images.brickset.com/sets/images/10555-1.jpg,19.99
10556,Creative Chest,2013,Duplo,,106,2,http://images.brickset.com/sets/images/10556-1.jpg,39.99
10557,Giant Tower,2013,Duplo,,200,NA,http://images.brickset.com/sets/images/10557-1.jpg,49.99
10558,Number Train,2013,Duplo,Trains,31,1,http://images.brickset.com/sets/images/10558-1.jpg,12.99
10559,A Fairy Tale,2013,Duplo,,15,NA,http://images.brickset.com/sets/images/10559-1.jpg,9.99
10560,Peekaboo Jungle,2013,Duplo,,13,NA,http://images.brickset.com/sets/images/10560-1.jpg,9.99
10561,Toddler Starter Building Set,2013,Duplo,,37,NA,http://images.brickset.com/sets/images/10561-1.jpg,17.99
10655,LEGO Monster Trucks,2013,Bricks and More,,197,3,http://images.brickset.com/sets/images/10655-1.jpg,14.99
10656,My First LEGO Princess,2013,Bricks and More,,88,1,http://images.brickset.com/sets/images/10656-1.jpg,6.99
10657,My First LEGO Set,2013,Bricks and More,,148,1,http://images.brickset.com/sets/images/10657-1.jpg,9.99
10659,Vehicle Suitcase,2013,Bricks and More,,146,2,http://images.brickset.com/sets/images/10659-1.jpg,19.99
10660,House Suitcase,2013,Bricks and More,,151,2,http://images.brickset.com/sets/images/10660-1.jpg,19.99
10661,My First LEGO Fire Station,2013,Bricks and More,,90,1,http://images.brickset.com/sets/images/10661-1.jpg,6.99
10662,LEGO Creative Bucket,2013,Bricks and More,,607,NA,http://images.brickset.com/sets/images/10662-1.jpg,19.99
10663,Creative Chest,2013,Bricks and More,,609,3,http://images.brickset.com/sets/images/10663-1.jpg,39.99
10664,Creative Tower,2013,Bricks and More,,1600,NA,http://images.brickset.com/sets/images/10664-1.jpg,49.99
10937,Batman: Arkham Asylum Breakout,2013,DC Comics Super Heroes,Batman,1619,8,http://images.brickset.com/sets/images/10937-1.jpg,129.99
2000430,Identity and Landscape Kit,2013,Serious Play,,NA,6,http://images.brickset.com/sets/images/2000430-1.jpg,509.99
2000431,Connections Kit,2013,Serious Play,,2455,NA,http://images.brickset.com/sets/images/2000431-1.jpg,490.18
20214,Adventure Designer,2013,Master Builder Academy,,638,NA,http://images.brickset.com/sets/images/20214-1.jpg,NA
20215,Invention Designer,2013,Master Builder Academy,,675,3,http://images.brickset.com/sets/images/20215-1.jpg,NA
20216,Robot & Micro Designer,2013,Master Builder Academy,,383,NA,http://images.brickset.com/sets/images/20216-1.jpg,NA
20217,Action Designer,2013,Master Builder Academy,,576,NA,http://images.brickset.com/sets/images/20217-1.jpg,NA
21015,The Leaning Tower of Pisa,2013,Architecture,Landmark Series,345,NA,http://images.brickset.com/sets/images/21015-1.jpg,29.99
21017,Imperial Hotel,2013,Architecture,Architect Series,1188,NA,http://images.brickset.com/sets/images/21017-1.jpg,99.99
21018,United Nations Headquarters,2013,Architecture,Landmark Series,597,NA,http://images.brickset.com/sets/images/21018-1.jpg,49.99
21050,Architecture Studio,2013,Architecture,,1210,NA,http://images.brickset.com/sets/images/21050-1.jpg,149.99
21103,The DeLorean Time Machine,2013,Ideas,,401,2,http://images.brickset.com/sets/images/21103-1.jpg,34.99
21105,The Village,2013,Minecraft,Micro World,466,3,http://images.brickset.com/sets/images/21105-1.jpg,29.99
21106,The Nether,2013,Minecraft,Micro World,469,3,http://images.brickset.com/sets/images/21106-1.jpg,29.99
30106,Ice Cream Stand,2013,Friends,,34,1,http://images.brickset.com/sets/images/30106-1.jpg,NA
30166,Robin and Redbird Cycle,2013,DC Comics Super Heroes,Batman,40,1,http://images.brickset.com/sets/images/30166-1.jpg,NA
30167,Iron Man vs. Fighting Drone,2013,Marvel Super Heroes,Avengers,24,1,http://images.brickset.com/sets/images/30167-1.jpg,NA
30216,Lake-town Guard,2013,The Hobbit,The Desolation of Smaug,31,1,http://images.brickset.com/sets/images/30216-1.jpg,NA
30225,Coast Guard Seaplane,2013,City,Coast Guard,37,1,http://images.brickset.com/sets/images/30225-1.jpg,NA
30230,Mini Mech,2013,Space,Galaxy Squad,28,1,http://images.brickset.com/sets/images/30230-1.jpg,NA
30231,Space Insectoid,2013,Space,Galaxy Squad,27,1,http://images.brickset.com/sets/images/30231-1.jpg,NA
30240,Z-95 Headhunter,2013,Star Wars,Mini Building Set,54,NA,http://images.brickset.com/sets/images/30240-1.jpg,NA
30241,Mandalorian Fighter,2013,Star Wars,Mini Building Set,49,NA,http://images.brickset.com/sets/images/30241-1.jpg,NA
30242,Republic Frigate,2013,Star Wars,Mini Building Set,45,NA,http://images.brickset.com/sets/images/30242-1.jpg,NA
30250,Ewar's Acro Fighter,2013,Legends of Chima,,33,1,http://images.brickset.com/sets/images/30250-1.jpg,NA
30260,Lone Ranger's Pump Car,2013,The Lone Ranger,,24,1,http://images.brickset.com/sets/images/30260-1.jpg,NA
30270,Kraang's Turtle Target Practice ,2013,Teenage Mutant Ninja Turtles,,36,1,http://images.brickset.com/sets/images/30270-1.jpg,NA
31000,Mini Speeder,2013,Creator,,65,NA,http://images.brickset.com/sets/images/31000-1.jpg,4.99
31001,Mini Skyflyer,2013,Creator,,62,NA,http://images.brickset.com/sets/images/31001-1.jpg,4.99
31002,Super Racer,2013,Creator,,121,NA,http://images.brickset.com/sets/images/31002-1.jpg,9.99
31003,Red Rotors,2013,Creator,,145,NA,http://images.brickset.com/sets/images/31003-1.jpg,9.99
31004,Fierce Flyer,2013,Creator,,166,NA,http://images.brickset.com/sets/images/31004-1.jpg,9.99
31005,Construction Hauler,2013,Creator,,256,NA,http://images.brickset.com/sets/images/31005-1.jpg,12.99
31006,Highway Speedster,2013,Creator,,286,NA,http://images.brickset.com/sets/images/31006-1.jpg,14.99
31007,Power Mech,2013,Creator,,223,NA,http://images.brickset.com/sets/images/31007-1.jpg,14.99
31008,Thunder Wings,2013,Creator,,235,NA,http://images.brickset.com/sets/images/31008-1.jpg,14.99
31009,Small Cottage,2013,Creator,,271,1,http://images.brickset.com/sets/images/31009-1.jpg,19.99
31010,Tree House,2013,Creator,,356,1,http://images.brickset.com/sets/images/31010-1.jpg,24.99
31011,Aviation Adventures,2013,Creator,,618,NA,http://images.brickset.com/sets/images/31011-1.jpg,49.99
31012,Family House,2013,Creator,,756,2,http://images.brickset.com/sets/images/31012-1.jpg,59.99
31313,Mindstorms EV3,2013,Mindstorms,EV3,601,NA,http://images.brickset.com/sets/images/31313-1.jpg,299.99
40051,Valentine's Day Heart Box,2013,Seasonal,Valentines,54,NA,http://images.brickset.com/sets/images/40051-1.jpg,3.99
40052,Springtime Scene,2013,Seasonal,Spring,88,2,http://images.brickset.com/sets/images/40052-1.jpg,6.99
40053,Easter Bunny with Basket,2013,Seasonal,Easter,96,NA,http://images.brickset.com/sets/images/40053-1.jpg,3.99
