Class,Order,Family,Genus,Species,Common_name,Location,Country,Region,Latitude,Longitude,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome
Aves,Passeriformes,Muscicapidae,Copsychus,sechellarum,Seychelles magpie robin,"Fregate Island, Seychelles",Seychelles,Africa,-4.58333,55.93333,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Falconidae,Falco,punctatus,Mauritius kestrel,"Western Population, Mauritius",Mauritius,Africa,-20.3,57.58333,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Galliformes,Phasianidae,Pternistis,ochropectus,Djibouti francolin,"Foret du Day, Djibouti",Djibouti,Africa,11.76667,42.65806,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Botswana,Botswana,Africa,-22,24,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Lesotho,Lesotho,Africa,-29.5,28.25,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Mozambique,Mozambique,Africa,-18.25,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Namibia,Namibia,Africa,-22,17,Terrestrial,Afrotropical,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Eastern Cape,South Africa,Africa,-32,26,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Free State,South Africa,Africa,-29,26,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Gauteng,South Africa,Africa,-26.08333,28.25,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,KwaZulu-Natal,South Africa,Africa,-29.61667,30.38333,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Mpumalanga,South Africa,Africa,-29.81667,30.61667,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,NW Province,South Africa,Africa,-26.5,26,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Northern Cape,South Africa,Africa,-29.5,22,Terrestrial,Afrotropical,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Northern Province,South Africa,Africa,-24,29.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Western Cape,South Africa,Africa,-34,20,Terrestrial,Afrotropical,"Mediterranean forests, woodlands and scrub",NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,coprotheres,Cape griffon / Cape vulture,Swaziland,Swaziland,Africa,-26.5,31.5,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,africanus,White-backed vulture,Queen Elizabeth & Murchison Falls National Parks,Uganda,Africa,0.7425,31.15333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Necrosyrtes,monachus,Hooded vulture,Queen Elizabeth & Murchison Falls National Parks,Uganda,Africa,0.7425,31.15333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Psittacula,eques,Mauritius parakeet,Black River Gorges National Park (World Pop),Mauritius,Africa,-20.40444,57.42667,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Torgos,tracheliotos,Lappet-faced vulture,Queen Elizabeth & Murchison Falls National Parks,Uganda,Africa,0.7425,31.15333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Trigonoceps,occipitalis,White-headed vulture,Queen Elizabeth & Murchison Falls National Parks,Uganda,Africa,0.7425,31.15333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Felidae,Acinonyx,jubatus,Cheetah,Serengeti National Park,"Tanzania, United Republic Of",Africa,-2.33333,34.58333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,Impala / Black-faced impala,Narok District,Kenya,Africa,-1.5,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,Impala / Black-faced impala,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,Impala / Black-faced impala,Lake Manyara National Park,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Alcelaphus,caama,Red hartebeest,Orange Free State,South Africa,Africa,-29,26,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest / Swayne's hartebeest,Comoé National Park,Côte D'Ivoire,Africa,9,-3.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest / Swayne's hartebeest,Narok District,Kenya,Africa,-1.5,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest / Swayne's hartebeest,Yankari Game Reserve,Nigeria,Africa,9.75,10.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest / Swayne's hartebeest,Awash,Ethiopia,Africa,9.08333,40,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest / Swayne's hartebeest,Senkelle,Ethiopia,Africa,7.2,38.6,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest / Swayne's hartebeest,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Antidorcas,marsupialis,Springbok,Orange Free State,South Africa,Africa,-29,26,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Canidae,Canis,mesomelas,Black-backed jackal,Serengeti National Park,"Tanzania, United Republic Of",Africa,-2.33333,34.83333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Canidae,Canis,simensis,Ethiopian wolf,"Sanetti Plateau, Bale Mountains National Park",Ethiopia,Africa,7,39.75,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Philantomba,maxwellii,Maxwell's duiker,Comoé National Park,Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Cephalophus,rufilatus,Red-flanked duiker,Comoé National Park,Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Southern white rhinoceros / Northern white rhinoceros,Garamba National Park,"Congo, The Democratic Republic Of The",Africa,4.15972,25.49889,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Southern white rhinoceros / Northern white rhinoceros,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Grey-cheeked mangabey,"K30, Kibale National Park",Uganda,Africa,0.56667,30.36667,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Cercocebus,galeritus,Tana river mangabey,Tana River Primate Reserve,Kenya,Africa,-1.89972,40.11833,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue monkey,"K30, Kibale National Park",Uganda,Africa,0.56667,30.36667,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza / Magistrate colobus / Eastern black-and-white colobus,"K30, Kibale National Park",Uganda,Africa,0.56667,30.36667,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Connochaetes,gnou,Black wildebeest / White-tailed gnu,South Africa (ENDEMIC),South Africa,Africa,-30,26,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Connochaetes,taurinus,White-bearded wildebeest / Blue wildebeest,Lake Manyara National Park,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Connochaetes,taurinus,White-bearded wildebeest / Blue wildebeest,Narok District,Kenya,Africa,-1.5,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Damaliscus,pygargus,Bontebok / Blesbok,Orange Free State,South Africa,Africa,-29,26,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Damaliscus,korrigum,Topi / Korrigum / Tiang,North Rukawa,"Tanzania, United Republic Of",Africa,-7.5,32,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Damaliscus,korrigum,Topi / Korrigum / Tiang,Uwanda Game Reserve,"Tanzania, United Republic Of",Africa,-8,32.16667,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Damaliscus,korrigum,Topi / Korrigum / Tiang,Central African Republic,Central African Republic,Africa,7,21,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Damaliscus,korrigum,Topi / Korrigum / Tiang,Narok District,Kenya,Africa,-1.5,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Damaliscus,lunatus,Topi / Tsessebe antelope,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Damaliscus,pygargus,Bontebok / Blesbok,South Africa,South Africa,Africa,-30,26,Terrestrial,Afrotropical,"Mediterranean forests, woodlands and scrub",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Equidae,Equus,burchellii,Burchell's zebra / Plains zebra / Common zebra,Narok District,Kenya,Africa,-1.5,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Equidae,Equus,burchellii,Burchell's zebra / Plains zebra / Common zebra,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Equidae,Equus,burchellii,Burchell's zebra / Plains zebra / Common zebra,Lake Manyara National Park,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Equidae,Equus,zebra,Cape mountain zebra,Namibia,Namibia,Africa,-22,17,Terrestrial,Afrotropical,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Nanger,granti,Grant's gazelle,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,Narok District,Kenya,Africa,-1.5,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,Lake Manyara National Park,"Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,Niger,Niger,Africa,16,8,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,Luangwa Valley,Zambia,Africa,-13,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,Serengeti National Park,"Tanzania, United Republic Of",Africa,-2.33333,34.83333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,Giraffe,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Hominidae,Gorilla,beringei,Mountain gorilla / Eastern lowland gorilla,"Virunga Range, Uganda, Rwanda, DRC",Uganda,Africa,-1.16667,29.58333,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Hominidae,Gorilla,beringei,Mountain gorilla / Eastern lowland gorilla,"Bwindi Impenetrable Forest Park, Uganda",Uganda,Africa,-1.03306,29.69972,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Hominidae,Gorilla,beringei,Mountain gorilla / Eastern lowland gorilla,"Kahuzi-Biega National Park, Democratic Republic of Congo","Congo, The Democratic Republic Of The",Africa,-2.301579,28.696392,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,"St. Floris National Park, Central African Republic",Central African Republic,Africa,9,21.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,"Comoé National Park, Ivory Coast",Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,"Parc National de l'Akagera, Rwanda",Rwanda,Africa,-1.63694,30.70917,Terrestrial,Afrotropical,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hippotragus,niger,Sable antelope,"Selous Game Reserve, Tanzania","Tanzania, United Republic Of",Africa,-9,37.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,Waterbuck,"Comoé National Park, Ivory Coast.",Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,Waterbuck,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Kobus,kob,Kob,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Kobus,kob,Kob,"Comoé National Park, Ivory Coast",Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African elephant,"Garamba National Park, Democratic Republic of Congo","Congo, The Democratic Republic Of The",Africa,4.15972,29.49889,Terrestrial,Afrotropical,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African elephant,Kruger National Park,South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African elephant,"Lake Manyara National Park, Tanzania","Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Canidae,Lycaon,pictus,African wild dog,"Serengeti National Park & Ngorongoro Conservation Area, Tanzania","Tanzania, United Republic Of",Africa,-3.16667,35.58333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Canidae,Lycaon,pictus,African wild dog,Zimbabwe,Zimbabwe,Africa,-19,29,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Canidae,Lycaon,pictus,African wild dog,"Kruger National Park, South Africa",South Africa,Africa,-23.83333,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Muridae,Mastomys,natalensis,African rat / Natal multimammate mouse,"Morongoro region, Tanzania","Tanzania, United Republic Of",Africa,-6.85,37.63333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Oryx,dammah,Oryx,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Ourebia,ourebi,Oribi,"Comoé National Park, Ivory Coast",Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Felidae,Panthera,leo,African lion / Asiatic lion,"QE Conservation Area, Ishasha sector, Uganda",Uganda,Africa,-0.25,30.18639,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Felidae,Panthera,leo,African lion / Asiatic lion,"QE Conservation Area, Mweya, Uganda",Uganda,Africa,-0.25,30.18639,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Baboon,"Lake Manyara National Park, Tanzania","Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,Common warthog / Desert warthog,"Gaysay, Bale Mountains National Park, Ethiopia",Ethiopia,Africa,7.16667,39.71667,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Suidae,Phacochoerus,africanus,Common warthog / Desert warthog,"Comoé National Park, Ivory Coast",Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Piliocolobus,rufomitratus,Eastern red colobus / Tana river red colobus,"Tana River, Kenya",Kenya,Africa,-1.91667,40.11667,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Piliocolobus,tephrosceles,Ugandan red colobus,"K30, Kibale National Park, Uganda",Uganda,Africa,0.56667,30.36667,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Chiroptera,Pteropodidae,Pteropus,livingstonii,Livingstone's flying fox,Comoros,Comoros,Africa,-11.68333,43.26667,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Chiroptera,Pteropodidae,Pteropus,rodricensis,Rodrigues flying fox,"Rodrigues, Mauritius, Indian Ocean",Mauritius,Africa,-19.7,63.41667,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Chiroptera,Pteropodidae,Pteropus,voeltzkowi,Pemba flying fox,"Pemba Island, Tanzania, Indian Ocean","Tanzania, United Republic Of",Africa,-5.16667,39.8,Terrestrial,Afrotropical,Mangroves,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Redunca,fulvorufula,Mountain reedbuck / Western mountain reedbuck,"Orange Free State, South Africa",South Africa,Africa,-29,26,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Redunca,redunca,Bohar reedbuck / Bohor reedbuck,"Gaysay, Bale Mountains National Park, Ethiopia",Ethiopia,Africa,7.16667,39.71667,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,Common duiker / Grey duiker,"Gaysay, Bale Mountains National Park, Ethiopia",Ethiopia,Africa,7.16667,39.71667,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,Common duiker / Grey duiker,"Comoé National Park, Ivory Coast",Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo / Cape buffalo,"Garamba National Park, Democratic Republic of Congo","Congo, The Democratic Republic Of The",Africa,4.15972,29.49889,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo / Cape buffalo,"Comoé National Park, Ivory Coast",Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo / Cape buffalo,"Narok District, Kenya",Kenya,Africa,-1.5,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo / Cape buffalo,"Tsavo, Kenya",Kenya,Africa,-3,38.66667,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo / Cape buffalo,"Lake Manyara National Park, Tanzania","Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo / Cape buffalo,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Taurotragus,derbianus,Giant eland / Derby's eland,"Niokolo-Koba National Park, Senegal",Senegal,Africa,13,-13,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
