Class,Order,Family,Genus,Species,Common_name,Location,Country,Region,Latitude,Longitude,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome
Aves,Anseriformes,Anatidae,Clangula,hyemalis,Long-tailed duck,"Prince Albert Peninsula, Western Victoria Island",Canada,North America,72.581289,-116.457926,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Clangula,hyemalis,Long-tailed duck,"Wollaston Peninsula, Western Victoria Island",Canada,North America,69.825001,-114.370524,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Clangula,hyemalis,Long-tailed duck,"Tassijuak Lake, Western Victoria Island",Canada,North America,68.887828,-112.876383,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Quunnguq Lake, Western Victoria Island",Canada,North America,69.946719,-112.144995,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,"Kagloryuak River Valley, Western Victoria Island, Northwest Territories",Canada,North America,70.275612,-110.738745,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Kagloryuak River Valley, Western Victoria Island",Canada,North America,70.275612,-110.738745,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,"Tahiryuak Lake, Western Victoria Island, Northwest Territories",Canada,North America,70.960079,-111.867134,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,"Diamond Jenness Peninsula, Western Victoria Island, Northwest Territories",Canada,North America,70.736239,-116.559514,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Tahiryuak Lake, Western Victoria Island",Canada,North America,70.960079,-111.867134,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,"Minto Inlet to Wynniatt Bay, Western Victoria Island, Northwest Territories",Canada,North America,71.952254,-113.030192,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,"Prince Albert Peninsula, Western Victoria Island, Northwest Territories",Canada,North America,72.581289,-116.457926,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,"Wollaston Peninsula, Western Victoria Island, Nunavut and Northwest Territories",Canada,North America,69.825001,-114.370524,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,"Tassijuak Lake, Western Victoria Island, Nunavut",Canada,North America,68.887828,-112.876383,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,bernicla,Light-bellied brent goose / Dark-bellied brent goose,"Kagloryuak River Valley, Western Victoria Island, Northwest Territories",Canada,North America,70.275612,-110.738745,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,bernicla,Light-bellied brent goose / Dark-bellied brent goose,"Diamond Jenness Peninsula, Western Victoria Island, Northwest Territories",Canada,North America,70.736239,-116.559514,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,bernicla,Light-bellied brent goose / Dark-bellied brent goose,"Minto Inlet to Wynniatt Bay, Western Victoria Island, Northwest Territories",Canada,North America,71.952254,-113.030192,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Diamond Jenness Peninsula, Western Victoria Island",Canada,North America,70.736239,-116.559514,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,bernicla,Light-bellied brent goose / Dark-bellied brent goose,"Prince Albert Peninsula, Western Victoria Island, Northwest Territories",Canada,North America,72.581289,-116.457926,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Minto Inlet to Wynniatt Bay, Western Victoria Island",Canada,North America,71.952254,-113.030192,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,bernicla,Light-bellied brent goose / Dark-bellied brent goose,"Wollaston Peninsula, Western Victoria Island, Nunavut and Northwest Territories",Canada,North America,69.825001,-114.370524,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,bernicla,Light-bellied brent goose / Dark-bellied brent goose,"Tassijuak Lake, Western Victoria Island, Nunavut",Canada,North America,68.887828,-112.876383,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Prince Albert Peninsula, Western Victoria Island",Canada,North America,72.581289,-116.457926,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Wollaston Peninsula, Western Victoria Island",Canada,North America,69.825001,-114.370524,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Tassijuak Lake, Western Victoria Island",Canada,North America,68.887828,-112.876383,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Elasmobranchii,Rajiformes,Rajidae,Dipturus,laevis,Barndoor skate,NAFO Div. 4VWX,Canada,North America,42.550438,-59.822611,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Elasmobranchii,Rajiformes,Rajidae,Dipturus,laevis,Barndoor skate,NAFO Div. 4VWX,Canada,North America,42.550438,-59.822611,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastolobus,altivelis,Longspine thornyhead,"Coastal Waters, British Columbia",Canada,North America,51.405309,-130.225079,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,ruberrimus,Yelloweye rockfish,Coastal waters of British Columbia,Canada,North America,51.781965,-129.903775,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,ruberrimus,Yelloweye rockfish,"Desolation Sound and Sechelt areas of the Strait of Georgia, coastal waters of British Columbia",Canada,North America,49.815781,-124.667091,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Actinopterygii,Cypriniformes,Cyprinidae,Macrhybopsis,storeriana,Silver chub,Lake Erie,United States,North America,42.209417,-81.252288,Freshwater,NULL,NULL,Nearctic,Large lakes,NULL,NULL,NULL
Actinopterygii,Cypriniformes,Cyprinidae,Macrhybopsis,storeriana,Silver chub,Lake St. Clair,United States,North America,42.436529,-82.690547,Freshwater,NULL,NULL,Nearctic,Large lakes,NULL,NULL,NULL
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,babcocki,Redbanded rockfish,"West coast Vancouver Island, British Columbia",Canada,North America,49.445523,-127.614323,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,babcocki,Redbanded rockfish,"Queen Charlotte sound, British Columbia",Canada,North America,51.841944,-128.921695,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,babcocki,Redbanded rockfish,"Hecate Strait, British Columbia",Canada,North America,53.189578,-130.817364,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,reedi,Yellowmouth rockfish,"Goose Island Gully, Queen Charlotte Sound coastal waters, British Columbia",Canada,North America,51.129972,-129.185369,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,crameri,Darkblotched rockfish,"Coastal waters, British Columbia",Canada,North America,51.405309,-130.225079,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,maliger,Quillback rockfish,"Pacific fishery management area 12, Strait of Georgia, British Columbia",Canada,North America,49.370572,-123.874762,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Mammalia,Carnivora,Ursidae,Ursus,maritimus,Polar bear,"Lancaster Sound, Nunavut",Canada,North America,74.646079,-92.875263,Marine,NULL,NULL,NULL,NULL,Arctic,Arctic Ocean,Unknown
Mammalia,Carnivora,Ursidae,Ursus,maritimus,Polar bear,"Norwegian Bay, Nunavut",Canada,North America,78.310956,-95.276473,Marine,NULL,NULL,NULL,NULL,Arctic,Arctic Ocean,Unknown
Amphibia,Anura,Hylidae,Pseudacris,triseriata,Western chorus frog,"Carolinian Designatable Units, Ontario",Canada,North America,43.095367,-81.069321,Freshwater,NULL,NULL,Nearctic,Large lakes,NULL,NULL,NULL
Amphibia,Anura,Hylidae,Pseudacris,triseriata,Western chorus frog,"Great Lakes/St. Lawrence - Canadian Shield Designatable Units, Ontario",Canada,North America,45.029279,-78.432602,Freshwater,NULL,NULL,Nearctic,Large lakes,NULL,NULL,NULL
Mammalia,Carnivora,Phocidae,Halichoerus,grypus,Grey seal,"St. Lawrence Estuary and Saguenay River, Québec",Canada,North America,48.077602,-69.555988,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Mammalia,Carnivora,Phocidae,Phoca,vitulina,Harbour seal,"St. Lawrence Estuary and Saguenay River, Québec",Canada,North America,48.077602,-69.555988,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Mammalia,Lagomorpha,Ochotonidae,Ochotona,collaris,Collared pika,"Ruby Range, east of Kluane Lake, Yukon",Canada,North America,61.216667,-138.266667,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Reptilia,Testudines,Emydidae,Graptemys,geographica,Northern map turtle,"St. Lawrence River, Ontario",Canada,North America,44.40811,-75.8741,Freshwater,NULL,NULL,Nearctic,Large lakes,NULL,NULL,NULL
Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,Beluga whale,"Eastern Hudson Bay, Québec",Canada,North America,58.750352,-79.038014,Marine,NULL,NULL,NULL,NULL,Arctic,Arctic Ocean,Unknown
Amphibia,Caudata,Ambystomatidae,Ambystoma,macrodactylum,Long-toed salamander,"RANA Pond, base of Mount Allen, Spray Lakes Valley, Kananaskis area, Alberta",Canada,North America,51.063858,-115.369996,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Alces,americanus,Moose,"Revelstoke, British Columbia",Canada,North America,51.533333,-118.516667,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,Reindeer / Caribou,"Bow Valley watershed of Banff National Park, Alberta",Canada,North America,51.508146000000004,-116.185553,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Canidae,Canis,lupus,Grey wolf / Gray wolf,"Bow Valley watershed of Banff National Park, Alberta",Canada,North America,51.508146000000004,-116.185553,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,Red deer / Elk,"Bow Valley watershed of Banff National Park, Alberta",Canada,North America,51.508146000000004,-116.185553,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Mustelidae,Mustela,frenata,Long-tailed weasel,"Pine Coulee Reservoir, southwestern Alberta",Canada,North America,50.141667,-113.761142,Terrestrial,Nearctic,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbour porpoise,"Fish Harbour, New Brunswick",Canada,North America,45.009941,-66.933194,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbour porpoise,"Simpson's Passage, New Brunswick",Canada,North America,45.009168,-66.915904,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,North American deermouse / deer mouse,"Pine Coulee Reservoir, southwestern Alberta",Canada,North America,50.141667,-113.761142,Terrestrial,Nearctic,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,North American deermouse / deer mouse,"Twin Reservoir Valley, southwestern Alberta",Canada,North America,50.310222,-113.476124,Terrestrial,Nearctic,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,North American deermouse / deer mouse,"Northwood Pulp and Timber Limited, 54 km northeast of Prince George, British Columbia",Canada,North America,54.266485,-122.233677,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Myodes,gapperi,Southern red-backed vole,"Northwood Pulp and Timber Limited, 54 km northeast of Prince George, British Columbia",Canada,North America,54.266485,-122.233677,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Microtus,pennsylvanicus,Meadow vole / Chihuahua vole,"Northwood Pulp and Timber Limited, 54 km northeast of Prince George, British Columbia",Canada,North America,54.266485,-122.233677,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Aves,Charadriiformes,Laridae,Pagophila,eburnea,Ivory gull,"Seymour Island, Nunuvat",Canada,North America,76.810568,-101.267751,Marine,NULL,NULL,NULL,NULL,Arctic,Arctic Ocean,Unknown
Mammalia,Carnivora,Procyonidae,Procyon,lotor,Raccoon,Niagara Falls study area,Canada,North America,43.05,-79.11,Terrestrial,Nearctic,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,"Nanaimo, Vancouver Island",Canada,North America,49.14,-123.97,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,"Comox-Nanaimo, Vancouver Island",Canada,North America,49.73,-125.17,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka,Sockeye salmon / Red salmon,"Big Eddy, Northwest Territories",Canada,North America,67.933949,-135.313691,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka,Sockeye salmon / Red salmon,"Destruction City, Northwest Territories",Canada,North America,67.723644,-135.462397,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,"Kelsey Bay, Vancouver Island",Canada,North America,50.38,-125.95,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka,Sockeye salmon / Red salmon,"Husky Channel, Northwest Territories",Canada,North America,68.133741,-135.267152,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka,Sockeye salmon / Red salmon,"Mouth of Rat River, Northwest Territories",Canada,North America,67.759262,-135.138261,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,"Port Hardy, Vancouver Island",Canada,North America,50.71,-127.47,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,"Ucluelet-Quatsino coastal line, Vancouver Island",Canada,North America,49.6,-126.38,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,"Alberni Inlet, Vancouver Island",Canada,North America,49.11,-124.87,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,"Barkley Sound, Vancouver Island",Canada,North America,48.86,-125.07,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,transmontanus,White sturgeon,"Lower Columbia River, British Columbia",Canada,North America,49.165606,-117.721311,Freshwater,NULL,NULL,Nearctic,Temperate upland rivers,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Myodes,gapperi,Southern red-backed vole,"Boreal forest near Manitouwadge, Ontario",Canada,North America,49.24,-85.58,Terrestrial,Nearctic,Boreal forests/taiga,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,North American deermouse / deer mouse,"Boreal forest near Manitouwadge, Ontario",Canada,North America,49.249515,-85.58269,Terrestrial,Nearctic,Boreal forests/taiga,NULL,NULL,NULL,NULL,NULL
Mammalia,Soricomorpha,Soricidae,Sorex,cinereus,Masked shrew,"Boreal forest near Manitouwadge, Ontario",Canada,North America,49.249515,-85.58269,Terrestrial,Nearctic,Boreal forests/taiga,NULL,NULL,NULL,NULL,NULL
Mammalia,Lagomorpha,Leporidae,Lepus,americanus,Snowshoe hare,"Boreal forest near Manitouwadge, Ontario",Canada,North America,49.249515,-85.58269,Terrestrial,Nearctic,Boreal forests/taiga,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,American red squirrel,"Boreal forest near Manitouwadge, Ontario",Canada,North America,49.249515,-85.58269,Terrestrial,Nearctic,Boreal forests/taiga,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Myodes,gapperi,Southern red-backed vole,"South Pelican Hills, Alberta",Canada,North America,55.05,-113.11667,Terrestrial,Nearctic,Boreal forests/taiga,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern flying squirrel,"Penticton Creek, Kamloops, and Prince George study areas, British Columbia",Canada,North America,51.33,-121.51,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,American red squirrel,"Penticton Creek, Kamloops, and Prince George study areas, British Columbia",Canada,North America,51.33,-121.51,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,North American deermouse / deer mouse,"South Pelican Hills, Alberta",Canada,North America,55.05,-113.11667,Terrestrial,Nearctic,Boreal forests/taiga,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Microtus,pennsylvanicus,Meadow vole / Chihuahua vole,"South Pelican Hills, Alberta",Canada,North America,55.05,-113.11667,Terrestrial,Nearctic,Boreal forests/taiga,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Anser,albifrons,Greater white-fronted goose / White-fronted goose,"Rasmussen lowlands of the central Canadian Arctic, Nunavut",Canada,North America,68.56,-93.23,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Clangula,hyemalis,Long-tailed duck,"Rasmussen lowlands of the central Canadian Arctic, Nunavut",Canada,North America,68.56,-93.23,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Rasmussen lowlands of the central Canadian Arctic, Nunavut",Canada,North America,68.56,-93.23,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,American red squirrel,Forest sites in interior British Columbia,Canada,North America,51.86,-122.35,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,American red squirrel,"Kamloops, British Columbia",Canada,North America,50.466667,-120.533333,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,American red squirrel,"Penticton Creek, British Columbia",Canada,North America,49.566667,-119.45,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Sciuridae,Tamiasciurus,hudsonicus,American red squirrel,"Prince George, British Columbia",Canada,North America,53.866667,-123.533333,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Clangula,hyemalis,Long-tailed duck,"Churchill, Manitoba",Canada,North America,58.743557,-93.994599,Marine,NULL,NULL,NULL,NULL,Arctic,Arctic Ocean,Unknown
Aves,Charadriiformes,Alcidae,Uria,aalge,Common murre / Common guillemot,"Cape St. Mary's Seabird Ecological Reserve, Newfoundland",Canada,North America,46.833333,-54.2,Marine,NULL,NULL,NULL,NULL,Atlantic north temperate,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Laridae,Sterna,paradisaea,Arctic tern,"Rasmussen lowlands of the central Canadian Arctic, Nunavut",Canada,North America,68.56,-93.23,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated loon,"Beaufort Sea, Northwest Territories",Canada,North America,69.341143,-133.026235,Freshwater,NULL,NULL,Nearctic,Polar freshwaters,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Branta,bernicla,Light-bellied brent goose / Dark-bellied brent goose,"Western Banks Island, Northwest Territories",Canada,North America,73.137918,-123.946849,Terrestrial,Nearctic,Tundra,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Ourebia,ourebi,Oribi,Kabwoya Wildlife Reserve/Kaiso Tonya Community Wildlife Area,Uganda,Africa,1.254978,31.074552,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Cricetidae,Microtus,townsendii,Townsend's vole,"Timothy hay field, Reifel Island, Fraser River Delta, British Columbia",Canada,North America,49.099444,-123.185833,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Papio,anubis,Olive baboon,Kibale National Park,Uganda,Africa,0.47025,30.393549,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Papio,anubis,Olive baboon,Kabwoya Wildlife Reserve/Kaiso Tonya Community Wildlife Area,Uganda,Africa,1.254978,31.074552,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza / Magistrate colobus / Eastern black-and-white colobus,Kabwoya Wildlife Reserve/Kaiso Tonya Community Wildlife Area,Uganda,Africa,1.254978,31.074552,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Piliocolobus,tephrosceles,Ugandan red colobus,Kibale National Park,Uganda,Africa,0.47025,30.393549,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Hominidae,Pan,troglodytes,Chimpanzee,Kibale National Park,Uganda,Africa,0.47025,30.393549,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,Common duiker / Grey duiker,Kabwoya Wildlife Reserve/Kaiso Tonya Community Wildlife Area,Uganda,Africa,1.254978,31.074552,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,Common duiker / Grey duiker,Katonga Wildlife Reserve,Uganda,Africa,0.243973,30.795493,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Chlorocebus,pygerythrus,Vervet monkey,Kabwoya Wildlife Reserve/Kaiso Tonya Community Wildlife Area,Uganda,Africa,1.254978,31.074552,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African elephant,Kibale National Park,Uganda,Africa,0.47025,30.393549,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African elephant,"Murchison Falls Protected Area (Murchison Falls NP, Bugungu WR, Karuma WR)",Uganda,Africa,2.194646,31.776307,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African elephant,"Queen Elizabeth Protected Area (Queen Elizabeth NP, Kyambura WR, Kigezi WR)",Uganda,Africa,-0.301459,29.955323,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,African elephant,Toro Semliki Wildlife Reserve,Uganda,Africa,0.802214,30.261476,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Redunca,redunca,Bohar reedbuck / Bohor reedbuck,Toro Semliki Wildlife Reserve,Uganda,Africa,0.802214,30.261476,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Redunca,redunca,Bohar reedbuck / Bohor reedbuck,Katonga Wildlife Reserve,Uganda,Africa,0.243973,30.795493,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
